DATE,NASDAQCOM
2004-07-06,1963.43
2004-07-07,1966.08
2004-07-08,1935.32
2004-07-09,1946.33
2004-07-12,1936.92
2004-07-13,1931.66
2004-07-14,1914.88
2004-07-15,1912.71
2004-07-16,1883.15
2004-07-19,1883.83
2004-07-20,1917.07
2004-07-21,1874.37
2004-07-22,1889.06
2004-07-23,1849.09
2004-07-26,1839.02
2004-07-27,1869.10
2004-07-28,1858.26
2004-07-29,1881.06
2004-07-30,1887.36
2004-08-02,1892.09
2004-08-03,1859.42
2004-08-04,1855.06
2004-08-05,1821.63
2004-08-06,1776.89
2004-08-09,1774.64
2004-08-10,1808.70
2004-08-11,1782.42
2004-08-12,1752.49
2004-08-13,1757.22
2004-08-16,1782.84
2004-08-17,1795.25
2004-08-18,1831.37
2004-08-19,1819.89
2004-08-20,1838.02
2004-08-23,1838.70
2004-08-24,1836.89
2004-08-25,1860.72
2004-08-26,1852.92
2004-08-27,1862.09
2004-08-30,1836.49
2004-08-31,1838.10
2004-09-01,1850.41
2004-09-02,1873.43
2004-09-03,1844.48
2004-09-06,.
2004-09-07,1858.56
2004-09-08,1850.64
2004-09-09,1869.65
2004-09-10,1894.31
2004-09-13,1910.38
2004-09-14,1915.40
2004-09-15,1896.52
2004-09-16,1904.08
2004-09-17,1910.09
2004-09-20,1908.07
2004-09-21,1921.18
2004-09-22,1885.71
2004-09-23,1886.43
2004-09-24,1879.48
2004-09-27,1859.88
2004-09-28,1869.87
2004-09-29,1893.94
2004-09-30,1896.84
2004-10-01,1942.20
2004-10-04,1952.40
2004-10-05,1955.50
2004-10-06,1971.03
2004-10-07,1948.52
2004-10-08,1919.97
2004-10-11,1928.76
2004-10-12,1925.17
2004-10-13,1920.53
2004-10-14,1903.02
2004-10-15,1911.50
2004-10-18,1936.52
2004-10-19,1922.90
2004-10-20,1932.97
2004-10-21,1953.62
2004-10-22,1915.14
2004-10-25,1914.04
2004-10-26,1928.79
2004-10-27,1969.99
2004-10-28,1975.74
2004-10-29,1974.99
2004-11-01,1979.87
2004-11-02,1984.79
2004-11-03,2004.33
2004-11-04,2023.63
2004-11-05,2038.94
2004-11-08,2039.25
2004-11-09,2043.33
2004-11-10,2034.56
2004-11-11,2061.27
2004-11-12,2085.34
2004-11-15,2094.09
2004-11-16,2078.62
2004-11-17,2099.68
2004-11-18,2104.28
2004-11-19,2070.63
2004-11-22,2085.19
2004-11-23,2084.28
2004-11-24,2102.54
2004-11-25,.
2004-11-26,2101.97
2004-11-29,2106.87
2004-11-30,2096.81
2004-12-01,2138.23
2004-12-02,2143.57
2004-12-03,2147.96
2004-12-06,2151.25
2004-12-07,2114.66
2004-12-08,2126.11
2004-12-09,2129.01
2004-12-10,2128.07
2004-12-13,2148.50
2004-12-14,2159.84
2004-12-15,2162.55
2004-12-16,2146.15
2004-12-17,2135.20
2004-12-20,2127.85
2004-12-21,2150.91
2004-12-22,2157.03
2004-12-23,2160.62
2004-12-24,.
2004-12-27,2154.22
2004-12-28,2177.19
2004-12-29,2177.00
2004-12-30,2178.34
2004-12-31,2175.44
2005-01-03,2152.15
2005-01-04,2107.86
2005-01-05,2091.24
2005-01-06,2090.00
2005-01-07,2088.61
2005-01-10,2097.04
2005-01-11,2079.62
2005-01-12,2092.53
2005-01-13,2070.56
2005-01-14,2087.91
2005-01-17,.
2005-01-18,2106.04
2005-01-19,2073.59
2005-01-20,2045.88
2005-01-21,2034.27
2005-01-24,2008.70
2005-01-25,2019.95
2005-01-26,2046.09
2005-01-27,2047.15
2005-01-28,2035.83
2005-01-31,2062.41
2005-02-01,2068.70
2005-02-02,2075.06
2005-02-03,2057.64
2005-02-04,2086.66
2005-02-07,2082.03
2005-02-08,2086.68
2005-02-09,2052.55
2005-02-10,2053.10
2005-02-11,2076.66
2005-02-14,2082.91
2005-02-15,2089.21
2005-02-16,2087.43
2005-02-17,2061.34
2005-02-18,2058.62
2005-02-21,.
2005-02-22,2030.32
2005-02-23,2031.25
2005-02-24,2051.70
2005-02-25,2065.40
2005-02-28,2051.72
2005-03-01,2071.25
2005-03-02,2067.50
2005-03-03,2058.40
2005-03-04,2070.61
2005-03-07,2090.21
2005-03-08,2073.55
2005-03-09,2061.29
2005-03-10,2059.72
2005-03-11,2041.60
2005-03-14,2051.04
2005-03-15,2034.98
2005-03-16,2015.75
2005-03-17,2016.42
2005-03-18,2007.79
2005-03-21,2007.51
2005-03-22,1989.34
2005-03-23,1990.22
2005-03-24,1991.06
2005-03-25,.
2005-03-28,1992.52
2005-03-29,1973.88
2005-03-30,2005.67
2005-03-31,1999.23
2005-04-01,1984.81
2005-04-04,1991.07
2005-04-05,1999.32
2005-04-06,1999.14
2005-04-07,2018.79
2005-04-08,1999.35
2005-04-11,1992.12
2005-04-12,2005.40
2005-04-13,1974.37
2005-04-14,1946.71
2005-04-15,1908.15
2005-04-18,1912.92
2005-04-19,1932.36
2005-04-20,1913.76
2005-04-21,1962.41
2005-04-22,1932.19
2005-04-25,1950.78
2005-04-26,1927.44
2005-04-27,1930.43
2005-04-28,1904.18
2005-04-29,1921.65
2005-05-02,1928.65
2005-05-03,1933.07
2005-05-04,1962.23
2005-05-05,1961.80
2005-05-06,1967.35
2005-05-09,1979.67
2005-05-10,1962.77
2005-05-11,1971.55
2005-05-12,1963.88
2005-05-13,1976.78
2005-05-16,1994.43
2005-05-17,2004.15
2005-05-18,2030.65
2005-05-19,2042.58
2005-05-20,2046.42
2005-05-23,2056.65
2005-05-24,2061.62
2005-05-25,2050.12
2005-05-26,2071.24
2005-05-27,2075.73
2005-05-30,.
2005-05-31,2068.22
2005-06-01,2087.86
2005-06-02,2097.80
2005-06-03,2071.43
2005-06-06,2075.76
2005-06-07,2067.16
2005-06-08,2060.18
2005-06-09,2076.91
2005-06-10,2063.00
2005-06-13,2068.96
2005-06-14,2069.04
2005-06-15,2074.92
2005-06-16,2089.15
2005-06-17,2090.11
2005-06-20,2088.13
2005-06-21,2091.07
2005-06-22,2092.03
2005-06-23,2070.66
2005-06-24,2053.27
2005-06-27,2045.20
2005-06-28,2069.89
2005-06-29,2068.89
2005-06-30,2056.96
2005-07-01,2057.37
2005-07-04,.
2005-07-05,2078.75
2005-07-06,2068.65
2005-07-07,2075.66
2005-07-08,2112.88
2005-07-11,2135.43
2005-07-12,2143.15
2005-07-13,2144.11
2005-07-14,2152.82
2005-07-15,2156.78
2005-07-18,2144.87
2005-07-19,2173.18
2005-07-20,2188.57
2005-07-21,2178.60
2005-07-22,2179.74
2005-07-25,2166.74
2005-07-26,2175.99
2005-07-27,2186.22
2005-07-28,2198.44
2005-07-29,2184.83
2005-08-01,2195.38
2005-08-02,2218.15
2005-08-03,2216.81
2005-08-04,2191.32
2005-08-05,2177.91
2005-08-08,2164.39
2005-08-09,2174.19
2005-08-10,2157.81
2005-08-11,2174.55
2005-08-12,2156.90
2005-08-15,2167.04
2005-08-16,2137.06
2005-08-17,2145.15
2005-08-18,2136.08
2005-08-19,2135.56
2005-08-22,2141.41
2005-08-23,2137.25
2005-08-24,2128.91
2005-08-25,2134.37
2005-08-26,2120.77
2005-08-29,2137.65
2005-08-30,2129.76
2005-08-31,2152.09
2005-09-01,2147.90
2005-09-02,2141.07
2005-09-05,.
2005-09-06,2166.86
2005-09-07,2172.03
2005-09-08,2166.03
2005-09-09,2175.51
2005-09-12,2182.83
2005-09-13,2171.75
2005-09-14,2149.33
2005-09-15,2146.15
2005-09-16,2160.35
2005-09-19,2145.26
2005-09-20,2131.33
2005-09-21,2106.64
2005-09-22,2110.78
2005-09-23,2116.84
2005-09-26,2121.46
2005-09-27,2116.42
2005-09-28,2115.40
2005-09-29,2141.22
2005-09-30,2151.69
2005-10-03,2155.43
2005-10-04,2139.36
2005-10-05,2103.02
2005-10-06,2084.08
2005-10-07,2090.35
2005-10-10,2078.92
2005-10-11,2061.09
2005-10-12,2037.47
2005-10-13,2047.22
2005-10-14,2064.83
2005-10-17,2070.30
2005-10-18,2056.00
2005-10-19,2091.24
2005-10-20,2068.11
2005-10-21,2082.21
2005-10-24,2115.83
2005-10-25,2109.45
2005-10-26,2100.05
2005-10-27,2063.81
2005-10-28,2089.88
2005-10-31,2120.30
2005-11-01,2114.05
2005-11-02,2144.31
2005-11-03,2160.22
2005-11-04,2169.43
2005-11-07,2178.24
2005-11-08,2172.07
2005-11-09,2175.81
2005-11-10,2196.68
2005-11-11,2202.47
2005-11-14,2200.95
2005-11-15,2186.74
2005-11-16,2187.93
2005-11-17,2220.46
2005-11-18,2227.07
2005-11-21,2241.67
2005-11-22,2253.56
2005-11-23,2259.98
2005-11-24,.
2005-11-25,2263.01
2005-11-28,2239.37
2005-11-29,2232.71
2005-11-30,2232.82
2005-12-01,2267.17
2005-12-02,2273.37
2005-12-05,2257.64
2005-12-06,2260.76
2005-12-07,2252.01
2005-12-08,2246.46
2005-12-09,2256.73
2005-12-12,2260.95
2005-12-13,2265.00
2005-12-14,2262.59
2005-12-15,2260.63
2005-12-16,2252.48
2005-12-19,2222.74
2005-12-20,2222.42
2005-12-21,2231.66
2005-12-22,2246.49
2005-12-23,2249.42
2005-12-26,.
2005-12-27,2226.89
2005-12-28,2228.94
2005-12-29,2218.16
2005-12-30,2205.32
2006-01-02,.
2006-01-03,2243.74
2006-01-04,2263.46
2006-01-05,2276.87
2006-01-06,2305.62
2006-01-09,2318.69
2006-01-10,2320.32
2006-01-11,2331.36
2006-01-12,2316.69
2006-01-13,2317.04
2006-01-16,.
2006-01-17,2302.69
2006-01-18,2279.64
2006-01-19,2301.81
2006-01-20,2247.70
2006-01-23,2248.47
2006-01-24,2265.25
2006-01-25,2260.65
2006-01-26,2283.00
2006-01-27,2304.23
2006-01-30,2306.78
2006-01-31,2305.82
2006-02-01,2310.56
2006-02-02,2281.57
2006-02-03,2262.58
2006-02-06,2258.80
2006-02-07,2244.96
2006-02-08,2266.98
2006-02-09,2255.87
2006-02-10,2261.88
2006-02-13,2239.81
2006-02-14,2262.17
2006-02-15,2276.43
2006-02-16,2294.63
2006-02-17,2282.36
2006-02-20,.
2006-02-21,2262.96
2006-02-22,2283.17
2006-02-23,2279.32
2006-02-24,2287.04
2006-02-27,2307.18
2006-02-28,2281.39
2006-03-01,2314.64
2006-03-02,2311.11
2006-03-03,2302.60
2006-03-06,2286.03
2006-03-07,2268.38
2006-03-08,2267.46
2006-03-09,2249.72
2006-03-10,2262.04
2006-03-13,2267.03
2006-03-14,2295.90
2006-03-15,2311.84
2006-03-16,2299.56
2006-03-17,2306.48
2006-03-20,2314.11
2006-03-21,2294.23
2006-03-22,2303.35
2006-03-23,2300.15
2006-03-24,2312.82
2006-03-27,2315.58
2006-03-28,2304.46
2006-03-29,2337.78
2006-03-30,2340.82
2006-03-31,2339.79
2006-04-03,2336.74
2006-04-04,2345.36
2006-04-05,2359.75
2006-04-06,2361.17
2006-04-07,2339.02
2006-04-10,2333.27
2006-04-11,2310.35
2006-04-12,2314.68
2006-04-13,2326.11
2006-04-14,.
2006-04-17,2311.16
2006-04-18,2356.14
2006-04-19,2370.88
2006-04-20,2362.55
2006-04-21,2342.86
2006-04-24,2333.38
2006-04-25,2330.30
2006-04-26,2333.63
2006-04-27,2344.95
2006-04-28,2322.57
2006-05-01,2304.79
2006-05-02,2309.84
2006-05-03,2303.97
2006-05-04,2323.90
2006-05-05,2342.57
2006-05-08,2344.99
2006-05-09,2338.25
2006-05-10,2320.74
2006-05-11,2272.70
2006-05-12,2243.78
2006-05-15,2238.52
2006-05-16,2229.13
2006-05-17,2195.80
2006-05-18,2180.32
2006-05-19,2193.88
2006-05-22,2172.86
2006-05-23,2158.76
2006-05-24,2169.17
2006-05-25,2198.24
2006-05-26,2210.37
2006-05-29,.
2006-05-30,2164.74
2006-05-31,2178.88
2006-06-01,2219.86
2006-06-02,2219.41
2006-06-05,2169.62
2006-06-06,2162.78
2006-06-07,2151.80
2006-06-08,2145.32
2006-06-09,2135.06
2006-06-12,2091.32
2006-06-13,2072.47
2006-06-14,2086.00
2006-06-15,2144.15
2006-06-16,2129.95
2006-06-19,2110.42
2006-06-20,2107.06
2006-06-21,2141.20
2006-06-22,2122.98
2006-06-23,2121.47
2006-06-26,2133.67
2006-06-27,2100.25
2006-06-28,2111.84
2006-06-29,2174.38
2006-06-30,2172.09
2006-07-03,2190.43
2006-07-04,.
2006-07-05,2153.34
2006-07-06,2155.09
2006-07-07,2130.06
2006-07-10,2116.93
2006-07-11,2128.86
2006-07-12,2090.24
2006-07-13,2054.11
2006-07-14,2037.35
2006-07-17,2037.72
2006-07-18,2043.22
2006-07-19,2080.71
2006-07-20,2039.42
2006-07-21,2020.39
2006-07-24,2061.84
2006-07-25,2073.90
2006-07-26,2070.46
2006-07-27,2054.47
2006-07-28,2094.14
2006-07-31,2091.47
2006-08-01,2061.99
2006-08-02,2078.81
2006-08-03,2092.34
2006-08-04,2085.05
2006-08-07,2072.50
2006-08-08,2060.85
2006-08-09,2060.28
2006-08-10,2071.74
2006-08-11,2057.71
2006-08-14,2069.04
2006-08-15,2115.01
2006-08-16,2149.54
2006-08-17,2157.61
2006-08-18,2163.95
2006-08-21,2147.75
2006-08-22,2150.02
2006-08-23,2134.66
2006-08-24,2137.11
2006-08-25,2140.29
2006-08-28,2160.70
2006-08-29,2172.30
2006-08-30,2185.73
2006-08-31,2183.75
2006-09-01,2193.16
2006-09-04,.
2006-09-05,2205.70
2006-09-06,2167.84
2006-09-07,2155.29
2006-09-08,2165.79
2006-09-11,2173.25
2006-09-12,2215.82
2006-09-13,2227.67
2006-09-14,2228.73
2006-09-15,2235.59
2006-09-18,2235.75
2006-09-19,2222.37
2006-09-20,2252.89
2006-09-21,2237.75
2006-09-22,2218.93
2006-09-25,2249.07
2006-09-26,2261.34
2006-09-27,2263.39
2006-09-28,2270.02
2006-09-29,2258.43
2006-10-02,2237.60
2006-10-03,2243.65
2006-10-04,2290.95
2006-10-05,2306.34
2006-10-06,2299.99
2006-10-09,2311.77
2006-10-10,2315.43
2006-10-11,2308.27
2006-10-12,2346.18
2006-10-13,2357.29
2006-10-16,2363.84
2006-10-17,2344.95
2006-10-18,2337.15
2006-10-19,2340.94
2006-10-20,2342.30
2006-10-23,2355.56
2006-10-24,2344.84
2006-10-25,2356.59
2006-10-26,2379.10
2006-10-27,2350.62
2006-10-30,2363.77
2006-10-31,2366.71
2006-11-01,2334.35
2006-11-02,2334.02
2006-11-03,2330.79
2006-11-06,2365.95
2006-11-07,2375.88
2006-11-08,2384.94
2006-11-09,2376.01
2006-11-10,2389.72
2006-11-13,2406.38
2006-11-14,2430.66
2006-11-15,2442.75
2006-11-16,2449.06
2006-11-17,2445.86
2006-11-20,2452.72
2006-11-21,2454.84
2006-11-22,2465.98
2006-11-23,.
2006-11-24,2460.26
2006-11-27,2405.92
2006-11-28,2412.61
2006-11-29,2432.23
2006-11-30,2431.77
2006-12-01,2413.21
2006-12-04,2448.39
2006-12-05,2452.38
2006-12-06,2445.86
2006-12-07,2427.69
2006-12-08,2437.36
2006-12-11,2442.86
2006-12-12,2431.60
2006-12-13,2432.41
2006-12-14,2453.85
2006-12-15,2457.20
2006-12-18,2435.57
2006-12-19,2429.55
2006-12-20,2427.61
2006-12-21,2415.85
2006-12-22,2401.18
2006-12-25,.
2006-12-26,2413.51
2006-12-27,2431.22
2006-12-28,2425.57
2006-12-29,2415.29
2007-01-01,.
2007-01-02,.
2007-01-03,2423.16
2007-01-04,2453.43
2007-01-05,2434.25
2007-01-08,2438.20
2007-01-09,2443.83
2007-01-10,2459.33
2007-01-11,2484.85
2007-01-12,2502.82
2007-01-15,.
2007-01-16,2497.78
2007-01-17,2479.42
2007-01-18,2443.21
2007-01-19,2451.31
2007-01-22,2431.07
2007-01-23,2431.41
2007-01-24,2466.28
2007-01-25,2434.24
2007-01-26,2435.49
2007-01-29,2441.09
2007-01-30,2448.64
2007-01-31,2463.93
2007-02-01,2468.38
2007-02-02,2475.88
2007-02-05,2470.60
2007-02-06,2471.49
2007-02-07,2490.50
2007-02-08,2488.67
2007-02-09,2459.82
2007-02-12,2450.38
2007-02-13,2459.88
2007-02-14,2488.38
2007-02-15,2497.10
2007-02-16,2496.31
2007-02-19,.
2007-02-20,2513.04
2007-02-21,2518.42
2007-02-22,2524.94
2007-02-23,2515.10
2007-02-26,2504.52
2007-02-27,2407.86
2007-02-28,2416.15
2007-03-01,2404.21
2007-03-02,2368.00
2007-03-05,2340.68
2007-03-06,2385.14
2007-03-07,2374.64
2007-03-08,2387.73
2007-03-09,2387.55
2007-03-12,2402.29
2007-03-13,2350.57
2007-03-14,2371.74
2007-03-15,2378.70
2007-03-16,2372.66
2007-03-19,2394.41
2007-03-20,2408.21
2007-03-21,2455.92
2007-03-22,2451.74
2007-03-23,2448.93
2007-03-26,2455.63
2007-03-27,2437.43
2007-03-28,2417.10
2007-03-29,2417.88
2007-03-30,2421.64
2007-04-02,2422.26
2007-04-03,2450.33
2007-04-04,2458.69
2007-04-05,2471.34
2007-04-06,.
2007-04-09,2469.18
2007-04-10,2477.61
2007-04-11,2459.31
2007-04-12,2480.32
2007-04-13,2491.94
2007-04-16,2518.33
2007-04-17,2516.95
2007-04-18,2510.50
2007-04-19,2505.35
2007-04-20,2526.39
2007-04-23,2523.67
2007-04-24,2524.54
2007-04-25,2547.89
2007-04-26,2554.46
2007-04-27,2557.21
2007-04-30,2525.09
2007-05-01,2531.53
2007-05-02,2557.84
2007-05-03,2565.46
2007-05-04,2572.15
2007-05-07,2570.95
2007-05-08,2571.75
2007-05-09,2576.34
2007-05-10,2533.74
2007-05-11,2562.22
2007-05-14,2546.44
2007-05-15,2525.29
2007-05-16,2547.42
2007-05-17,2539.38
2007-05-18,2558.45
2007-05-21,2578.79
2007-05-22,2588.02
2007-05-23,2577.05
2007-05-24,2537.92
2007-05-25,2557.19
2007-05-28,.
2007-05-29,2572.06
2007-05-30,2592.59
2007-05-31,2604.52
2007-06-01,2613.92
2007-06-04,2618.29
2007-06-05,2611.23
2007-06-06,2587.18
2007-06-07,2541.38
2007-06-08,2573.54
2007-06-11,2572.15
2007-06-12,2549.77
2007-06-13,2582.31
2007-06-14,2599.41
2007-06-15,2626.71
2007-06-18,2626.60
2007-06-19,2626.76
2007-06-20,2599.96
2007-06-21,2616.96
2007-06-22,2588.96
2007-06-25,2577.08
2007-06-26,2574.16
2007-06-27,2605.35
2007-06-28,2608.37
2007-06-29,2603.23
2007-07-02,2632.30
2007-07-03,2644.95
2007-07-04,.
2007-07-05,2656.65
2007-07-06,2666.51
2007-07-09,2670.02
2007-07-10,2639.16
2007-07-11,2651.79
2007-07-12,2701.73
2007-07-13,2707.00
2007-07-16,2697.33
2007-07-17,2712.29
2007-07-18,2699.49
2007-07-19,2720.04
2007-07-20,2687.60
2007-07-23,2690.58
2007-07-24,2639.86
2007-07-25,2648.17
2007-07-26,2599.34
2007-07-27,2562.24
2007-07-30,2583.28
2007-07-31,2546.27
2007-08-01,2553.87
2007-08-02,2575.98
2007-08-03,2511.25
2007-08-06,2547.33
2007-08-07,2561.60
2007-08-08,2612.98
2007-08-09,2556.49
2007-08-10,2544.89
2007-08-13,2542.24
2007-08-14,2499.12
2007-08-15,2458.83
2007-08-16,2451.07
2007-08-17,2505.03
2007-08-20,2508.59
2007-08-21,2521.30
2007-08-22,2552.80
2007-08-23,2541.70
2007-08-24,2576.69
2007-08-27,2561.25
2007-08-28,2500.64
2007-08-29,2563.16
2007-08-30,2565.30
2007-08-31,2596.36
2007-09-03,.
2007-09-04,2630.24
2007-09-05,2605.95
2007-09-06,2614.32
2007-09-07,2565.70
2007-09-10,2559.11
2007-09-11,2597.47
2007-09-12,2592.07
2007-09-13,2601.06
2007-09-14,2602.18
2007-09-17,2581.66
2007-09-18,2651.66
2007-09-19,2666.48
2007-09-20,2654.29
2007-09-21,2671.22
2007-09-24,2667.95
2007-09-25,2683.45
2007-09-26,2699.03
2007-09-27,2709.59
2007-09-28,2701.50
2007-10-01,2740.99
2007-10-02,2747.11
2007-10-03,2729.43
2007-10-04,2733.57
2007-10-05,2780.32
2007-10-08,2787.37
2007-10-09,2803.91
2007-10-10,2811.61
2007-10-11,2772.20
2007-10-12,2805.68
2007-10-15,2780.05
2007-10-16,2763.91
2007-10-17,2792.67
2007-10-18,2799.31
2007-10-19,2725.16
2007-10-22,2753.93
2007-10-23,2799.26
2007-10-24,2774.76
2007-10-25,2750.86
2007-10-26,2804.19
2007-10-29,2817.44
2007-10-30,2816.71
2007-10-31,2859.12
2007-11-01,2794.83
2007-11-02,2810.38
2007-11-05,2795.18
2007-11-06,2825.18
2007-11-07,2748.76
2007-11-08,2696.00
2007-11-09,2627.94
2007-11-12,2584.13
2007-11-13,2673.65
2007-11-14,2644.32
2007-11-15,2618.51
2007-11-16,2637.24
2007-11-19,2593.38
2007-11-20,2596.81
2007-11-21,2562.15
2007-11-22,.
2007-11-23,2596.60
2007-11-26,2540.99
2007-11-27,2580.80
2007-11-28,2662.91
2007-11-29,2668.13
2007-11-30,2660.96
2007-12-03,2637.13
2007-12-04,2619.83
2007-12-05,2666.36
2007-12-06,2709.03
2007-12-07,2706.16
2007-12-10,2718.95
2007-12-11,2652.35
2007-12-12,2671.14
2007-12-13,2668.49
2007-12-14,2635.74
2007-12-17,2574.46
2007-12-18,2596.03
2007-12-19,2601.01
2007-12-20,2640.86
2007-12-21,2691.99
2007-12-24,2713.50
2007-12-25,.
2007-12-26,2724.41
2007-12-27,2676.79
2007-12-28,2674.46
2007-12-31,2652.28
2008-01-01,.
2008-01-02,2609.63
2008-01-03,2602.68
2008-01-04,2504.65
2008-01-07,2499.46
2008-01-08,2440.51
2008-01-09,2474.55
2008-01-10,2488.52
2008-01-11,2439.94
2008-01-14,2478.30
2008-01-15,2417.59
2008-01-16,2394.59
2008-01-17,2346.90
2008-01-18,2340.02
2008-01-21,.
2008-01-22,2292.27
2008-01-23,2316.41
2008-01-24,2360.92
2008-01-25,2326.20
2008-01-28,2349.91
2008-01-29,2358.06
2008-01-30,2349.00
2008-01-31,2389.86
2008-02-01,2413.36
2008-02-04,2382.85
2008-02-05,2309.57
2008-02-06,2278.75
2008-02-07,2293.03
2008-02-08,2304.85
2008-02-11,2320.06
2008-02-12,2320.04
2008-02-13,2373.93
2008-02-14,2332.54
2008-02-15,2321.80
2008-02-18,.
2008-02-19,2306.20
2008-02-20,2327.10
2008-02-21,2299.78
2008-02-22,2303.35
2008-02-25,2327.48
2008-02-26,2344.99
2008-02-27,2353.78
2008-02-28,2331.57
2008-02-29,2271.48
2008-03-03,2258.60
2008-03-04,2260.28
2008-03-05,2272.81
2008-03-06,2220.50
2008-03-07,2212.49
2008-03-10,2169.34
2008-03-11,2255.76
2008-03-12,2243.87
2008-03-13,2263.61
2008-03-14,2212.49
2008-03-17,2177.01
2008-03-18,2268.26
2008-03-19,2209.96
2008-03-20,2258.11
2008-03-21,.
2008-03-24,2326.75
2008-03-25,2341.05
2008-03-26,2324.36
2008-03-27,2280.83
2008-03-28,2261.18
2008-03-31,2279.10
2008-04-01,2362.75
2008-04-02,2361.40
2008-04-03,2363.30
2008-04-04,2370.98
2008-04-07,2364.83
2008-04-08,2348.76
2008-04-09,2322.12
2008-04-10,2351.70
2008-04-11,2290.24
2008-04-14,2275.82
2008-04-15,2286.04
2008-04-16,2350.11
2008-04-17,2341.83
2008-04-18,2402.97
2008-04-21,2408.04
2008-04-22,2376.94
2008-04-23,2405.21
2008-04-24,2428.92
2008-04-25,2422.93
2008-04-28,2424.40
2008-04-29,2426.10
2008-04-30,2412.80
2008-05-01,2480.71
2008-05-02,2476.99
2008-05-05,2464.12
2008-05-06,2483.31
2008-05-07,2438.49
2008-05-08,2451.24
2008-05-09,2445.52
2008-05-12,2488.49
2008-05-13,2495.12
2008-05-14,2496.70
2008-05-15,2533.73
2008-05-16,2528.85
2008-05-19,2516.09
2008-05-20,2492.26
2008-05-21,2448.27
2008-05-22,2464.58
2008-05-23,2444.67
2008-05-26,.
2008-05-27,2481.24
2008-05-28,2486.70
2008-05-29,2508.32
2008-05-30,2522.66
2008-06-02,2491.53
2008-06-03,2480.48
2008-06-04,2503.14
2008-06-05,2549.94
2008-06-06,2474.56
2008-06-09,2459.46
2008-06-10,2448.94
2008-06-11,2394.01
2008-06-12,2404.35
2008-06-13,2454.50
2008-06-16,2474.78
2008-06-17,2457.73
2008-06-18,2429.71
2008-06-19,2462.06
2008-06-20,2406.09
2008-06-23,2385.74
2008-06-24,2368.28
2008-06-25,2401.26
2008-06-26,2321.37
2008-06-27,2315.63
2008-06-30,2292.98
2008-07-01,2304.97
2008-07-02,2251.46
2008-07-03,2245.38
2008-07-04,.
2008-07-07,2243.32
2008-07-08,2294.44
2008-07-09,2234.89
2008-07-10,2257.85
2008-07-11,2239.08
2008-07-14,2212.87
2008-07-15,2215.71
2008-07-16,2284.85
2008-07-17,2312.30
2008-07-18,2282.78
2008-07-21,2279.53
2008-07-22,2303.96
2008-07-23,2325.88
2008-07-24,2280.11
2008-07-25,2310.53
2008-07-28,2264.22
2008-07-29,2319.62
2008-07-30,2329.72
2008-07-31,2325.55
2008-08-01,2310.96
2008-08-04,2285.56
2008-08-05,2349.83
2008-08-06,2378.37
2008-08-07,2355.73
2008-08-08,2414.10
2008-08-11,2439.95
2008-08-12,2430.61
2008-08-13,2428.62
2008-08-14,2453.67
2008-08-15,2452.52
2008-08-18,2416.98
2008-08-19,2384.36
2008-08-20,2389.08
2008-08-21,2380.38
2008-08-22,2414.71
2008-08-25,2365.59
2008-08-26,2361.97
2008-08-27,2382.46
2008-08-28,2411.64
2008-08-29,2367.52
2008-09-01,.
2008-09-02,2349.24
2008-09-03,2333.73
2008-09-04,2259.04
2008-09-05,2255.88
2008-09-08,2269.76
2008-09-09,2209.81
2008-09-10,2228.70
2008-09-11,2258.22
2008-09-12,2261.27
2008-09-15,2179.91
2008-09-16,2207.90
2008-09-17,2098.85
2008-09-18,2199.10
2008-09-19,2273.90
2008-09-22,2178.98
2008-09-23,2153.33
2008-09-24,2155.68
2008-09-25,2186.57
2008-09-26,2183.34
2008-09-29,1983.73
2008-09-30,2082.33
2008-10-01,2069.40
2008-10-02,1976.72
2008-10-03,1947.39
2008-10-06,1862.96
2008-10-07,1754.88
2008-10-08,1740.33
2008-10-09,1645.12
2008-10-10,1649.51
2008-10-13,1844.25
2008-10-14,1779.01
2008-10-15,1628.33
2008-10-16,1717.71
2008-10-17,1711.29
2008-10-20,1770.03
2008-10-21,1696.68
2008-10-22,1615.75
2008-10-23,1603.91
2008-10-24,1552.03
2008-10-27,1505.90
2008-10-28,1649.47
2008-10-29,1657.21
2008-10-30,1698.52
2008-10-31,1720.95
2008-11-03,1726.33
2008-11-04,1780.12
2008-11-05,1681.64
2008-11-06,1608.70
2008-11-07,1647.40
2008-11-10,1616.74
2008-11-11,1580.90
2008-11-12,1499.21
2008-11-13,1596.70
2008-11-14,1516.85
2008-11-17,1482.05
2008-11-18,1483.27
2008-11-19,1386.42
2008-11-20,1316.12
2008-11-21,1384.35
2008-11-24,1472.02
2008-11-25,1464.73
2008-11-26,1532.10
2008-11-27,.
2008-11-28,1535.57
2008-12-01,1398.07
2008-12-02,1449.80
2008-12-03,1492.38
2008-12-04,1445.56
2008-12-05,1509.31
2008-12-08,1571.74
2008-12-09,1547.34
2008-12-10,1565.48
2008-12-11,1507.88
2008-12-12,1540.72
2008-12-15,1508.34
2008-12-16,1589.89
2008-12-17,1579.31
2008-12-18,1552.37
2008-12-19,1564.32
2008-12-22,1532.35
2008-12-23,1521.54
2008-12-24,1524.90
2008-12-25,.
2008-12-26,1530.24
2008-12-29,1510.32
2008-12-30,1550.70
2008-12-31,1577.03
2009-01-01,.
2009-01-02,1632.21
2009-01-05,1628.03
